id,year,majortopic,subtopic,title,summary
20259,2002,19,1927,"Little Headway In Terror War, Democrats Say","hunt for bin laden"
20260,2002,24,2400,"MAYOR URGES PLAN FOR DRASTIC CUTS AND TAX INCREASES","new taxes for nyc"
20261,2002,20,2004,"Government May Make Private Nearly Half of Its Civilian Jobs","bush to privatize some goverrnment jobs"
20262,2002,12,1299,"Florida Boys Admit They Killed Father; Shorter Term Is Set","teenage brothers admit to killing their father"
20263,2002,15,1502,"Seemingly Close to Nominee, S.E.C. Search Is Back to Start","SEC looking for new auidting head"
20264,2002,20,2012,"Californian Is Chosen to Lead House Democrats","nancy pelosi chosen to lead house democrats"
20265,2002,21,2101,"Victims' Families Sense Influence On Ground Zero Plans Is Waning","ground zero future plans"
20266,2002,12,1299,"Sniper Defendant Returns to Court","sniper returns to court"
20267,2002,20,2005,"Bush Is Said to Pick Ridge to Join Cabinet","tom ridge picked to be first secretary of homeland security"
20268,2002,19,1921,"12 ISRAELIS KILLED IN HEBRON AMBUSH NEAR PRAYER SITE","israelis killed in an ambush"
20269,2002,3,331,"Nadler, as a Last Resort, Sheds Weight by Surgery","congressman loses weight through surgery"
20270,2002,12,1203,"Mexican Drug Dealers Turning U.S. Towns Into Major Depots","Drug dealing in small US towns"
20271,2002,19,1921,"Chinese Leader Gives Up a Job But Not Power","Jiang Zemin Relinquishes Top Position but is Re-appointed as As Head of Military Comission"
20272,2002,16,1605,"Chief U.N. Inspector Expects Work in Iraq to Start Nov. 27","UN inspections in Iraq"
20273,2002,20,2012,"Democrats Seek New Messenger And a Message","Democrats looking for a new leader"
20274,2002,16,1619,"AGENCIES MONITOR IRAQIS IN THE U.S. FOR TERROR THREAT","Iraqis in the US monitored"
20275,2002,19,1927,"Al Qaeda Arrest in Kuwait","Al Qaeda member arrested in Kuwait"
20276,2002,16,1619,"U.S. Turns Horn of Africa Into a Military Hub","US military presence in the horn of africa"
20277,2002,20,2099,"In J.F.K. File, Hidden Illness, Pain and Pills","JFK medical records"
20278,2002,19,1921,"Keeping Watch in the West Bank","west bank occupation"
20279,2002,6,601,"For Students Seeking Edge, One Major Just Isn't Enough","college students with multiple majors"
20280,2002,3,333,"New York Exports Mentally Ill, Shifting Burden to Other States","mentally ill in NY"
20281,2002,99,9900,"Vanished Stardust","editors note"
20282,2002,13,1305,"SPECIAL TODAY: Giving","nonprofit organizations"
20283,2002,30,3000,"Abba Eban, Eloquent Defender And Voice of Israel, Is Dead at 87","israeli diplomat dies"
20284,2002,19,1921," On Hebron Ambush Site, A New Settlement Rises","ambush in Hebron"
20285,2002,29,2900,"Knicks Are Off Their Game, and the A-List","basketball"
20286,2002,16,1619,"U.S. TAKING STEPS TO LAY FOUNDATION FOR ACTION IN IRAQ","US preparing to attack Iraq"
20287,2002,17,1706,"CELLPHONE SERVICE HURT BY SUCCESS","cellphone networks"
20288,2002,19,1927,"Bali Bomb Plotters Said to Plan To Hit Foreign Schools in Jakarta","Bali bombing planning"
20289,2002,19,1927,"Hijacking Is Foiled On an Israeli Plane","hijacking thwarted"
20290,2002,26,2600,"Storm Cuts Power in Connecticut","ice storm in Connecticut"
20291,2002,12,1204,"Nameless Juries Are on the Rise In Crime Cases","anonymous juries"
20292,2002,16,1603,"COURT OVERTURNS LIMITS ON WIRETAPS TO COMBAT TERROR","wiretap limits overturned"
20293,2002,7,704,"Fuel in Storage Inside Buildings Raises Concern","fuel storage in NYC"
20294,2002,16,1605,"U.S. WARNING IRAQ OVER NEW ATTACKS ON PATROL PLANES","US warns Iraq against attacking patrol planes"
20295,2002,15,1520,"Questions Arise On Accounting At UnitedWay","UnitedWay accounting"
20296,2002,2,207,"Judge's Biblical Monument Is Ruled Unconstitutional","ten commandments in Alabama supreme court"
20297,2002,19,1927,"Bin Laden Tape Is Real, U.S. Says","new bin laden tape"
20298,2002,29,2900," As Bowmen Hunt, Surfers Feel Like Targets","bowfishermen and surfers"
20299,2002,19,1926,"Hail to the Laureate","Jimmy Carter wins the nobel prize"
20300,2002,20,2011,"SENATE VOTES, 90-9, TO SET UP A HOMELAND SECURITY DEPT. GEARED TO FIGHT TERRORISM","senate approves homeland security department"
20301,2002,12,1299,"A Verdict of Guilty Is Uttered 20 Times In Wendy's Killings","guilty verdict in a wendy's murder case"
20302,2002,16,1602,"In Search of a Mission","NATO summit meeting"
20303,2002,7,701,"Oil Tanker Sinks Off Spanish Coast","oil tanker spills near Spain"
20304,2002,20,2012,"Byrd, at 85, Fills the Forum With Romans and Wrath","WV senator Robert Byrd"
20305,2002,10,1001,"M.T.A. Gets Choice: Raise Transit Fares, Cut Service, or Both","MTA to raise fares or cut service"
20306,2002,23,2300,"Forget the Sex and Violence;Shame Is the Ratings Leader","TV ratings"
20307,2002,16,1619,"G.I.'S HONE SKILLS ON IRAQ'S BORDER","GI's practicing on the Iraqi border"
20308,2002,19,1921,"AT LEAST 10 KILLED IN SUICIDE BOMBING OF JERUSALEM BUS","suicide bombing in jerusalem"
20309,2002,3,341,"New York Officials See Tobacco Funds As a Fiscal Solution","NY looking to get money from tobacco companies"
20310,2002,3,331,"Vaccine Appears to Prevent Cervical Cancer","vaccine prevents cervical cancer"
20311,2002,16,1603,"F.B.I. OFFICIALS SAY SOME AGENTS LACK A FOCUS ON TERROR","FBI agents said to lack focus on terror"
20312,2002,10,1002,"BMW Design Chief Sees Art on Wheels; Some Just See Ugly","BMW car designs"
20313,2002,19,1921,"War Is Still a Way of Life for Congo Rebels","war in congo"
20314,2002,16,1605,"In Blunt Words, Bush Threatens Hussein Again","bush threatens Iraq"
20315,2002,99,9900,"Science of the Sale","editors note"
20316,2002,3,331,"Tales of Stowaway Virus and a Queasy Cruise","virus on a cruise ship"
20317,2002,19,1927,"A MAJOR SUSPECT IN QAEDA ATTACKS IS IN U.S. CUSTODY","Al Qaeda suspect captured"
20318,2002,3,398,"Madison Ave. Has Growing Role In the Business of Drug Research","drug research"
20319,2002,20,2012," Thurmond, Set to Retire, Awaits a 100-Candle Cake","Strom Thurmond turns 100"
20320,2002,3,342,"Body-Conscious Boys Adopt Athletes' Taste for Steroids","steroid use"
20321,2002,16,1602,"NATO LEADERS SAY IRAQ MUST DISARM","NATO says Iraq must disarm"
20322,2002,19,1921,"Ordering Hunt for Bomb Plotters, Sharon Resists More Drastic Steps","Israel hunts for bombers"
20323,2002,19,1921,"PUTIN QUESTIONS U.S. TERROR ALLIES","Putin questions American terror allies"
20324,2002,7,705,"E.P.A. Says It Will Change Rules Governing Industrial Pollution","Bush to lessen Industrial pollution rules"
20325,2002,12,1299,"Rabbi Gets Jail, Not Death, For Hired Murder of Wife","Rabbi sentenced to jail for a murder of his wife"
20326,2002,16,1615,"9/11 REPORT SAYS SAUDI ARABIA LINKS WENT UNEXAMINED","9/11 links with saudi arabia"
20327,2002,6,607,"Corporate Culture and Big Pay Come to Nonprofit Testing Service","ETS testing company"
20328,2002,6,602,"First Cuts at Schools Hit the Bureaucracy","cuts at nyc schools"
20329,2002,19,1921,"Turks, Fearing Flow of Refugees Plan Move Into Iraq if War Comes","Turkey planning to occupy iraq in the event of war to prevent refugee entrance"
20330,2002,19,1921,"Religious Violence in Nigeria Drives Out Miss World Event","religious violence in nigeria"
20331,2002,24,2400,"CITY BUDGET DEAL INCLUDES 18% RISE IN PROPERTY TAXES","rise in property taxes in NYC"
20332,2002,19,1921,"AIDS Imperiling African Armies, Key to Stability of Many Nations","AIDS and the militaries of african nations"
20333,2002,12,1299,"Work on Subway Tracks Halted After the Deaths of Two Workers","two subway workers killed"
20334,2002,16,1603,"U.S. Acts to Use New Power To Spy on Possible Terrorists","US spying on suspected terrorists"
20335,2002,19,1900,"In North Korea and Pakistan, Deep Roots of Nuclear Barter","nuclear trading between north korea and pakistan"
20336,2002,16,1602,"Bush Appeals To New Allies On Iraq Plans","new NATO allies and Iraq war plans"
20337,2002,23,2300,"Holidays Turn Into Hollywood's Hot Season","holiday movies"
20338,2002,20,2011,"First Senate Ledger Rescued From the Dustbin of History","first senate ledger found"
20339,2002,2,202,"CBS Staying Silent in Debate On Women Joining Augusta","Women and the augusta golf club"
20340,2002,16,1619,"U.S. Is Wooing A Shiite Exile To Rattle Iraq","US wooing a shiite exile"
20341,2002,19,1921,"Senators Assail Saudis","senators attacking saudis in war on terror"
20342,2002,16,1605,"ARMS INSPECTIONS ARE SET TO BEGIN AT SITES IN IRAQ","arms inspections in iraq"
20343,2002,19,1929,"Killing Underscores Enmity Of Evangelists and Muslims","american killed in lebanon; religious differences"
20344,2002,23,2300," For the Snowbird, a Tree to Top Rockefeller's","christmas tree in Miami"
20345,2002,3,302,"Problem of Lost Health Benefits Is Reaching Into the Middle Class","lost health benefits and the middle class"
20346,2002,20,2012,"Positive Ratings For the G.O.P., If Not Its Policy","approval ratings of the GOP"
20347,2002,12,1202," IDENTITY RING SAID TO VICTIMIZE 30,000","identity theft ring found"
20348,2002,16,1605,"U.N. MONITOR SAYS IRAQIS ARE DENYING HAVING ARMS CACHE","UN inspectors in Iraq"
20349,2002,8,803,"U.S. Fails to Curb Its Saudi Oil Habit, Experts Say","US reliance on Saudi oil"
20350,2002,20,2005,"Signing Homeland Security Bill, Bush Appoints Ridge as Secretary","Tom Ridge named secretary of homeland security"
20351,2002,24,2400," STATES ARE FACING BIG FISCAL CRISES, GOVERNORS REPORT","fiscal crises in state governments"
20352,2002,12,1207,"Church Data Unsealed","documents relating to catholic abuse scandal released"
20353,2002,20,2005,"A MAN WITH CONNECTIONS","Tom Ridge"
20354,2002,12,1210,"Inviting TV Into Jury Room in a Capital Case","TV allowed into a death penalty case room"
20355,2002,12,1299,"Jury Sentences Wendy's Killer To Be Executed","wendy's killer sentenced to death"
20356,2002,16,1615,"Explaining Gift, Saudi Envoy Voices Dismay Over Strains","Saudi ambassador talks about donations that may have ended up in terrorist hands"
20357,2002,6,602,"NEW FEDERAL RULE TIGHTENS DEMANDS ON FAILING SCHOOLS","federal demands on failing schools"
20358,2002,31,3100,"Cardinal Meets A Lay Group, But Keeps Ban","Cardinal meets with a catholic group"
20359,2002,29,2900,"After 30 Years, End of the Road","basketball team getting its own court"
20360,2002,3,331,"Women With H.I.V. Reach Half of Global Cases","Women with HIV"
20361,2002,16,1615,"Government to Cover Most Costs Of Insurance Losses in Terrorism","Government to cover insurance loses from terrorism"
20362,2002,23,2300,"Ruling the Roast","thanksgiving holiday"
20363,2002,16,1600,"A Pentagon Add-On: $10 Billion for Terror","Defense Department budget"
20364,2002,12,1202,"When a Trusted Secretary Takes More Than aLetter","secretary charged with embezzlement"
20365,2002,16,1605,"Unhindered by Iraqi Officials, Arms Inspectors Visit 3 Sites","arms inspections in iraq"
20366,2002,16,1615,"PRESIDENT NAMES KISSINGER TO LEAD 9/11 COMMISSION","9/11 commision headed by kissinger"
20367,2002,10,1001,"After 2 Deaths, Transit Agency Tightens Rules for Subway Work","new rules for subway work in NYC"
20368,2002,16,1619,"U.S. Is Pressing For Turks' Help In Move on Iraq","US wants turkey's help in Iraq"
20369,2002,21,2103,"Bush Plan Gives More Discretion To Forest Managers on Logging","Bush plan on logging"
20370,2002,10,1003,"Against All Odds, A Good Day to Fly","air traffic pre-Thanksgiving"
20371,2002,3,321,"CLARITIN TO SELL OVER THE COUNTER","claritin over the counter"
20372,2002,1,103," Down by Town's Old Mill, Hopes of a Revival Surge","mill in upstate NY to reopen"
20373,2002,19,1927,"12 Die as Israelis Are Attacked in Kenya","Israelis attacked in kenya"
20374,2002,16,1605,"Inspectors Find Only Ruins At an Old Iraqi Weapons Site","arms inspectors in iraq"
20375,2002,23,2300,"Flying High","thanksgiving day parade"
20376,2002,10,1010,"Down and Out, Golden Gate Is Planning to Pass the Hat","golden gate bridge needs money"
20377,2002,13,1301,"NEW YORK FINDING WELFARE CLIENTS HARDER TO EMPLOY","welfare clients in NY"
20378,2002,10,1003,"Mechanics for United Airlines Reject Proposal on Concessions","United Airlines bankruptcy"
20379,2002,12,1299,"Holes in System Hid Links in Sniper Attacks","sniper attacks"
20380,2002,19,1921," India Slips Far Behind China, Once Its Close Economic Rival","India's economic competition with china"
20381,2002,19,1927,"KENYANS HUNTING CLUES TO BOMBING; TOLL RISES TO 13","terror attacks in Kenya"
20382,2002,16,1603,"Administration Begins to Rewrite Decades-Old Spying Restrictions","Bush rewriting spying restrictions"
20383,2002,19,1927,"Israelis Return in Trauma From Supposed Haven","terror attack in Kenya"
20384,2002,19,1927,"Wide Reach Of Terrorism","terrorism all over the world"
20385,2002,3,331,"When Parents Say No to Child Vaccinations","child vaccinations"
20386,2002,12,1208,"LEGAL GROUP URGES STATES TO UPDATE THEIR FAMILY LAW","family law"
20387,2002,1,100,"After Thanksgiving, More Stuffing","christmas shopping season"
20388,2002,99,9900,"Shadow of Doubt","editors note"
20389,2002,19,1927,"Curbing Saudi Gifts","saudi money funding terrorism"
20390,2002,12,1299,"New Light on Jogger's Rape Calls Evidence Into Question","rape of a jogger in central park"
20391,2002,23,2300," Doomed Love, Arias and a Noble Clip-Clop","performance of aida"
20392,2002,19,1927,"After Attack, Kenya Traces Qaeda's Trail in East Africa","terror attack in kenya"
20393,2002,16,1619,"U.S. IS PREPARING BASE IN GULF STATE TO RUN IRAQ WAR","US preparing a base in qatar"
20394,2002,1,100,"Recession Strikes Texas, Too, But Not in Old Oil-Bust Way","recession in texas"
20395,2002,15,1502,"In Stormy Time, S.E.C. Is Facing Deeper Trouble","SEC troubles"
20396,2002,99,9900,"The Body Chemical","editors note"
20397,2002,16,1615,"F.B.I., Under Outside Pressure, Gets Internal Push","FBI focus on counterterrorism"
20398,2002,16,1605,"U.N. Team Gets to Work, Wary of Both Iraq and U.S.","UN weapons inspectors"
20399,2002,1,105,"G.O.P.'s 'Cardinals of Spending' Are Reined In by House Leaders","GOP trying to reign in spending"
20400,2002,3,342,"With No Answers on Risks, Steroid Users Still Say 'Yes'","steroid use"
20401,2002,16,1619,"IRAQ'S NEIGHBORS SEEM TO BE READY TO SUPPORT A WAR","Iraq's neighbors and a war"
20402,2002,12,1299,"Jogger Prosecutors Revisit All Verdicts","rape of a jogger in central park"
20403,2002,20,2099,"Bush and Barney Back in the Capital","Bush back from vacation"
20404,2002,6,602,"Poor Rural Schools Must Strive to Meet New Federal Rules","poor rural schools and federal rules"
20405,2002,19,1927,"SHARED GRIEF","terror attacks in kenya"
20406,2002,16,1605,"EQUIPMENT MISSING AT IRAQ ARMS SITE","Iraqi arms site missing equipment"
20407,2002,17,1706,"Doing Business by Cellphone Creates NewLiability Issues","cellphones and business"
20408,2002,2,202,"Member at Augusta Quits Club in Protest","Augusta golf club member quits in protest"
20409,2002,31,3100,"Going Up","rebuilding a church"
20410,2002,19,1927,"U.S. Says Evidence Possibly Ties Al Qaeda to the Attack in Kenya","kenya terror attack"
20411,2002,6,602,"In Latest Science Classes, Dead Men Do Tell Tales","forensic science classes"
20412,2002,20,2012,"Campaign Law Set for Big Test In a Courtroom","new campaign law to be tested in court"
20413,2002,2,201,"COURT TO REVISIT COLLEGES' EFFORTS TO GAIN DIVERSITY","Supreme court to rule on affirmative action"
20414,2002,16,1605,"'NOT ENCOURAGING,' BUSH SAYS OF IRAQ ON ARMS DEMANDS","Bush talks about Iraq"
20415,2002,16,1619,"TURKEY SAYING NO TO ACCEPTING G.I.'S IN LARGE NUMBERS","Turkey will not allow large number of americans"
20416,2002,16,1605,"Test of Power: Inspectors Tour An Iraqi Palace","arms inspectors in iraq"
20417,2002,12,1207,"Boston Church Papers Released; A Pattern of Negligence Is Cited","church abuse scandal papers released"
20418,2002,20,2012,"Clinton Says Party Failed Midterm Test Over Security Issue","Clinton talks about democratic failure in midterms"
20419,2002,19,1927,"Saudis Brush Aside Criticism Of Record Against Terrorism","Saudis and terror criticism"
20420,2002,30,3000,"A Broadway Farewell? That's Entertainment","memorial for a broadway star"
20421,2002,20,2004,"Bush Restoring Cash Bonuses For Appointees","cash bonuses for political apointees"
20422,2002,3,321,"U.S. Is Said to Delay As Drug Ads Deceive","misleading drug ads"
20423,2002,26,2600,"Cold Snap(shots)","cold wave in NYC"
20424,2002,16,1612,"Pentagon Is Set to Activate Thousands More Reservists","Pentagon to activate reservists for iraq"
20425,2002,16,1605,"Iraq Denounces Visit to Palace By U.N. Team","Iraq denounces UN inspector visit to a palace"
20426,2002,10,1003,"U.S. PANEL REJECTS PLEA FOR LOAN AID BY UNITED AIRLINES","loan aid for united airlines"
20427,2002,23,2300,"The Star of Rockefeller Center","lighting the tree at rockefeller center"
20428,2002,3,398,"Comparing Mouse Genes to Man's And Finding a World of Similarity","genetic research"
20429,2002,12,1299,"PROSECUTOR IS SAID TO BACK DISMISSALS IN '89 JOGGER RAPE","jogger rape case"
20430,2002,16,1619,"Uprooted Iraqis See War as Path To Lost Homes","iraqis forced to move"
20431,2002,12,1207,"Boston Church Panel Will Allow Archdiocese to Weigh Bankruptcy","lawsuits about church abuse scandal"
20432,2002,30,3000,"Roone Arledge, 71, a Force In TV Sports and News, Dies","TV newsman dies"
20433,2002,12,1299,"13 YEARS LATER, OFFICIAL REVERSAL IN JOGGER ATTACK","jogger rape case"
